,Initial Rule Trees
25914,"G[?,?](SepsisLabel >= ? -> PTT >= ?)"
25915,"G[?,?]((|O2Sat >= ?WBC <= ?) | (O2Sat >= ? & Temp >= ?))"
25916,"G[?,?](DBP <= ? -> Creatinine >= ?)"
25917,"G[?,?](O2Sat >= ? | Hct >= ?)"
25918,"G[?,?]((->Temp >= ?MAP <= ?) | Bilirubin_direct >= ?)"
25919,"G[?,?]((&O2Sat >= ?HR <= ?) | (AST >= ? -> Temp >= ?))"
25920,"G[?,?]((->Temp >= ?HR >= ?) | (SBP <= ? | HR <= ?))"
25921,"G[?,?]((|O2Sat >= ?Temp >= ?) | Platelets >= ?)"
25922,"G[?,?]((&Temp <= ?Temp <= ?) | PaCO2 <= ?)"
25923,"G[?,?](WBC >= ? | (Temp <= ? -> MAP <= ?))"
25924,"G[?,?]((->O2Sat <= ?Temp >= ?) | TroponinI >= ?)"
25925,"G[?,?](BaseExcess >= ? -> Lactate >= ?)"
25926,"G[?,?]((->Lactate <= ?HR <= ?) | AST >= ?)"
25927,"G[?,?]((|SBP >= ?MAP >= ?) | (HR >= ? | TroponinI >= ?))"
25928,"G[?,?]((|HR <= ?SBP >= ?) | Alkalinephos <= ?)"
25929,"G[?,?]((|HR <= ?SBP >= ?) | (HR <= ? | SBP <= ?))"
25930,"G[?,?]((->Lactate <= ?HR >= ?) | (Platelets <= ? -> O2Sat <= ?))"
25931,"G[?,?](WBC >= ? | (HR <= ? | SBP <= ?))"
25932,"G[?,?]((|Temp >= ?HR >= ?) | EtCO2 >= ?)"
25933,"G[?,?](Chloride <= ? | PaCO2 >= ?)"
25934,"G[?,?]((|Temp <= ?Temp <= ?) | (HR <= ? | SBP <= ?))"
25935,"(pH >= ?) U[?,?] (Glucose <= ?)"
25936,"G[?,?]((|Temp <= ?SBP <= ?) | (HR <= ? -> SBP >= ?))"
25937,"G[?,?]((|Temp >= ?HR >= ?) | (O2Sat >= ? -> HR <= ?))"
25938,"G[?,?]((->O2Sat >= ?O2Sat >= ?) -> (Temp >= ? & O2Sat <= ?))"
25939,"G[?,?]((->Lactate <= ?SBP <= ?) | (MAP <= ? | TroponinI >= ?))"
25940,"G[?,?](MAP >= ? | (MAP <= ? | HR >= ?))"
25941,"G[?,?](Glucose <= ? | HCO3 >= ?)"
25942,"G[?,?]((|SBP <= ?MAP >= ?) | SBP <= ?)"
25943,"(Calcium >= ?) U[?,?] (Bilirubin_total >= ?)"
25944,"G[?,?]((->Temp >= ?MAP <= ?) | Resp >= ?)"
25945,"G[?,?](AST >= ? | (Temp >= ? -> MAP <= ?))"
25946,"G[?,?]((|SBP >= ?SBP <= ?) | (HR >= ? -> O2Sat <= ?))"
25947,"G[?,?](BUN <= ? -> (O2Sat >= ? -> O2Sat <= ?))"
25948,"G[?,?]((->O2Sat >= ?MAP <= ?) | Fibrinogen <= ?)"
25949,"G[?,?](Resp >= ? | (HR <= ? -> O2Sat <= ?))"
25950,"G[?,?]((|SBP >= ?WBC <= ?) | FiO2 >= ?)"
25951,"G[?,?]((->HR <= ?HR <= ?) | (HR >= ? -> O2Sat >= ?))"
25952,"G[?,?](pH >= ? | (Platelets <= ? -> SBP <= ?))"
25953,"G[?,?](Bilirubin_direct <= ? & Creatinine <= ?)"
25954,"G[?,?](EtCO2 >= ? | (HR >= ? -> SBP <= ?))"
25955,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | (SBP <= ? | Temp >= ?))"
25956,"G[?,?]((->Hgb >= ?Temp >= ?) | Fibrinogen <= ?)"
25957,"G[?,?]((|SBP >= ?MAP >= ?) | (O2Sat >= ? -> HR <= ?))"
25958,"G[?,?](AST >= ? | (Temp >= ? -> SBP >= ?))"
25959,"G[?,?]((&SBP <= ?O2Sat >= ?) | (O2Sat >= ? -> MAP <= ?))"
25960,"G[?,?]((|SBP >= ?SBP <= ?) | (AST >= ? -> SBP <= ?))"
25961,"G[?,?](Hct <= ? -> WBC >= ?)"
25962,"G[?,?]((|HR <= ?HR <= ?) | (SBP <= ? -> O2Sat <= ?))"
25963,"G[?,?](DBP <= ? -> BUN <= ?)"
25964,"G[?,?]((->Lactate <= ?Temp >= ?) | (SBP <= ? -> O2Sat >= ?))"
25965,"G[?,?](Chloride >= ? | (Platelets <= ? -> SBP <= ?))"
25966,"G[?,?]((->Temp >= ?HR >= ?) | Bilirubin_total <= ?)"
25967,"G[?,?](DBP >= ? & SepsisLabel <= ?)"
25968,"G[?,?](Alkalinephos >= ? | (Platelets <= ? -> O2Sat >= ?))"
25969,"G[?,?]((|SBP <= ?Temp <= ?) | (Temp <= ? -> O2Sat <= ?))"
25970,"G[?,?]((->O2Sat >= ?MAP <= ?) | (HR <= ? | Temp <= ?))"
25971,"G[?,?]((&Temp <= ?HR <= ?) | (O2Sat >= ? & O2Sat <= ?))"
25972,"F[?,?](HR >= ? & Creatinine >= ?)"
25973,"G[?,?](FiO2 <= ? | SBP <= ?)"
25974,"F[?,?](O2Sat <= ? & Phosphate >= ?)"
25975,"G[?,?](Fibrinogen <= ? | (Temp >= ? -> Temp >= ?))"
25976,"G[?,?]((->SBP <= ?SBP <= ?) | (HR <= ? | Temp <= ?))"
25977,"G[?,?](Potassium <= ? | Chloride <= ?)"
25978,"G[?,?](Bilirubin_total >= ? -> (HR >= ? & Temp >= ?))"
25979,"G[?,?]((&SBP <= ?Temp <= ?) | Fibrinogen <= ?)"
25980,"G[?,?]((|HR <= ?O2Sat >= ?) | (Temp >= ? -> SBP >= ?))"
25981,"G[?,?](Creatinine >= ? -> Potassium <= ?)"
25982,"G[?,?](Potassium <= ? | (O2Sat >= ? -> O2Sat <= ?))"
25983,"G[?,?](Glucose >= ? | (Lactate <= ? & O2Sat <= ?))"
25984,"G[?,?]((->Hgb >= ?MAP <= ?) | (O2Sat <= ? -> HR <= ?))"
25985,"G[?,?]((&Temp <= ?HR <= ?) | (O2Sat >= ? -> O2Sat >= ?))"
25986,"G[?,?]((|SBP <= ?O2Sat >= ?) | (MAP <= ? | Temp >= ?))"
25987,"G[?,?](Bilirubin_total >= ? | (HR <= ? | O2Sat >= ?))"
25988,"(pH >= ?) U[?,?] (Creatinine >= ?)"
25989,"G[?,?]((->SBP <= ?SBP >= ?) | (Temp <= ? -> Temp >= ?))"
25990,"G[?,?](SBP <= ? -> WBC <= ?)"
25991,"G[?,?](PaCO2 >= ? | (MAP <= ? | SBP <= ?))"
25992,"G[?,?](DBP >= ? | HR >= ?)"
25993,"G[?,?](Temp <= ? | (Temp >= ? -> HR <= ?))"
25994,"G[?,?](Fibrinogen >= ? | (Temp <= ? -> O2Sat >= ?))"
25995,"(FiO2 <= ?) U[?,?] (Bilirubin_total >= ?)"
25996,"G[?,?](FiO2 <= ? | Lactate <= ?)"
25997,"G[?,?](PaCO2 >= ? | PTT >= ?)"
25998,"G[?,?](BUN <= ? -> TroponinI >= ?)"
25999,"G[?,?](Bilirubin_total <= ? -> pH <= ?)"
26000,"G[?,?](WBC <= ? | EtCO2 >= ?)"
26001,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (O2Sat >= ? | HR <= ?))"
26002,"G[?,?](BUN <= ? -> Bilirubin_direct >= ?)"
26003,"G[?,?](BaseExcess >= ? -> BUN <= ?)"
26004,"G[?,?]((|HR <= ?Temp <= ?) | Calcium >= ?)"
26005,"G[?,?]((->HR <= ?SBP <= ?) | FiO2 <= ?)"
26006,"G[?,?]((|O2Sat >= ?WBC <= ?) | (MAP <= ? | HR <= ?))"
26007,"G[?,?](HCO3 >= ? | (SBP >= ? -> SBP <= ?))"
26008,"G[?,?](FiO2 >= ? -> BaseExcess <= ?)"
26009,"G[?,?](FiO2 >= ? | PTT >= ?)"
26010,"G[?,?]((|SBP >= ?SBP >= ?) | SBP >= ?)"
26011,"G[?,?]((->Hgb >= ?HR >= ?) | BaseExcess <= ?)"
26012,"G[?,?]((->Lactate <= ?SBP <= ?) | FiO2 <= ?)"
26013,"G[?,?]((->Temp >= ?Temp >= ?) | (SBP <= ? | O2Sat >= ?))"
26014,"G[?,?]((|Temp <= ?MAP >= ?) | HR >= ?)"
26015,"F[?,?](BaseExcess <= ? & Alkalinephos >= ?)"
26016,"G[?,?](Lactate <= ? -> FiO2 >= ?)"
26017,"(BUN <= ?) U[?,?] (O2Sat <= ?)"
26018,"G[?,?]((&Temp <= ?HR <= ?) | (SBP >= ? -> SBP >= ?))"
26019,"G[?,?]((|pH <= ?O2Sat >= ?) | (MAP <= ? | Temp >= ?))"
26020,"G[?,?](O2Sat <= ? -> Temp <= ?)"
26021,"G[?,?]((->HR <= ?Temp >= ?) | (Temp <= ? -> O2Sat <= ?))"
26022,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (Temp >= ? -> SBP <= ?))"
26023,"G[?,?](Chloride >= ? -> FiO2 <= ?)"
26024,"G[?,?]((->Hgb >= ?Temp <= ?) | (HR <= ? -> SBP <= ?))"
26025,"G[?,?](HR <= ? -> (O2Sat <= ? & O2Sat >= ?))"
26026,"G[?,?]((|pH <= ?SBP <= ?) | (O2Sat >= ? -> Temp <= ?))"
26027,"G[?,?]((->Hgb >= ?SBP >= ?) | (O2Sat <= ? -> Temp <= ?))"
26028,"G[?,?](Glucose <= ? | Resp >= ?)"
26029,"G[?,?](WBC >= ? -> WBC >= ?)"
26030,"G[?,?]((->HR <= ?O2Sat <= ?) | (AST >= ? -> Temp <= ?))"
26031,"G[?,?]((->HR <= ?HR <= ?) | (O2Sat <= ? & O2Sat <= ?))"
26032,"G[?,?]((|O2Sat >= ?SBP <= ?) | Chloride <= ?)"
26033,"G[?,?](Fibrinogen <= ? | (AST >= ? -> SBP >= ?))"
26034,"G[?,?]((->Temp >= ?SBP <= ?) | (HR >= ? | HR <= ?))"
26035,"G[?,?]((->Lactate <= ?MAP <= ?) | (Temp <= ? -> O2Sat >= ?))"
26036,"G[?,?]((|Temp <= ?HR >= ?) | (HR >= ? -> SBP >= ?))"
26037,"G[?,?](WBC >= ? | (O2Sat >= ? | Temp >= ?))"
26038,"G[?,?](EtCO2 <= ? | (SBP <= ? | Temp >= ?))"
26039,"G[?,?](Fibrinogen >= ? | (HR <= ? -> O2Sat <= ?))"
26040,"G[?,?]((|pH <= ?SBP <= ?) | (HR >= ? -> Temp >= ?))"
26041,"G[?,?]((->Temp >= ?HR >= ?) | (HR <= ? | Temp <= ?))"
26042,"G[?,?]((&Temp >= ?Temp <= ?) -> DBP <= ?)"
26043,"G[?,?]((->Lactate <= ?Temp >= ?) | (SBP <= ? -> O2Sat <= ?))"
26044,"G[?,?]((->O2Sat <= ?HR <= ?) | Lactate >= ?)"
26045,"G[?,?]((->Lactate <= ?Temp <= ?) | Phosphate <= ?)"
26046,"G[?,?](pH <= ? | Potassium <= ?)"
26047,"G[?,?](HCO3 >= ? | (Platelets <= ? -> SBP >= ?))"
26048,"G[?,?]((|Temp >= ?O2Sat >= ?) | (O2Sat <= ? & Temp <= ?))"
26049,"G[?,?](SaO2 >= ? -> O2Sat >= ?)"
26050,"G[?,?](Hgb >= ? -> (O2Sat >= ? & SBP >= ?))"
26051,"G[?,?](Platelets >= ? -> PaCO2 >= ?)"
26052,"G[?,?]((->O2Sat <= ?HR <= ?) | (Temp <= ? -> O2Sat <= ?))"
26053,"G[?,?](Fibrinogen >= ? | Lactate <= ?)"
26054,"G[?,?]((|SBP <= ?SBP <= ?) | (O2Sat >= ? -> O2Sat >= ?))"
26055,"G[?,?]((->Temp >= ?SBP <= ?) | (MAP <= ? | Temp <= ?))"
26056,"G[?,?]((|HR <= ?Temp <= ?) | (O2Sat >= ? | HR <= ?))"
26057,"G[?,?](Temp >= ? | (Lactate <= ? & Temp <= ?))"
26058,"G[?,?]((->Lactate <= ?Temp >= ?) | (Platelets <= ? -> Temp <= ?))"
26059,"G[?,?]((|HR <= ?HR >= ?) | (AST >= ? -> MAP <= ?))"
26060,"G[?,?](Lactate >= ? | (AST >= ? -> SBP >= ?))"
26061,"G[?,?](Temp <= ? | (O2Sat >= ? | HR <= ?))"
26062,"G[?,?]((->Hgb >= ?HR >= ?) | (HR >= ? | O2Sat >= ?))"
26063,"G[?,?](Phosphate >= ? | Temp <= ?)"
26064,"G[?,?]((|pH <= ?HR >= ?) | (AST >= ? -> Temp <= ?))"
26065,"G[?,?]((|SBP <= ?Temp >= ?) | (Temp <= ? -> Temp >= ?))"
26066,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (Temp >= ? -> SBP <= ?))"
26067,"G[?,?](Bilirubin_total >= ? -> (O2Sat <= ? & HR >= ?))"
26068,"G[?,?]((|Temp <= ?SBP <= ?) | Glucose >= ?)"
26069,"(Bilirubin_total >= ?) U[?,?] (BUN >= ?)"
26070,"G[?,?]((->HR <= ?HR >= ?) | (O2Sat >= ? -> SBP <= ?))"
26071,"G[?,?]((|HR <= ?SBP <= ?) | (Platelets <= ? -> Temp <= ?))"
26072,"G[?,?](Creatinine <= ? | BUN >= ?)"
26073,"G[?,?](Phosphate <= ? -> (O2Sat <= ? & O2Sat >= ?))"
26074,"G[?,?](PTT >= ? | (SBP >= ? -> SBP >= ?))"
26075,"G[?,?](Temp >= ? | (HR <= ? -> MAP <= ?))"
26076,"G[?,?]((|O2Sat >= ?Temp <= ?) | (O2Sat >= ? | SBP <= ?))"
26077,"G[?,?]((|Temp <= ?HR <= ?) | (HR <= ? -> HR <= ?))"
26078,"G[?,?]((|SBP <= ?HR >= ?) | (Temp >= ? -> Temp >= ?))"
26079,"G[?,?]((->Lactate <= ?SBP >= ?) | (Temp >= ? -> MAP <= ?))"
26080,"G[?,?]((->O2Sat >= ?SBP >= ?) | EtCO2 >= ?)"
26081,"G[?,?]((->Temp <= ?MAP <= ?) | (Lactate <= ? & O2Sat <= ?))"
26082,"G[?,?](Calcium >= ? -> Temp <= ?)"
26083,"G[?,?]((|O2Sat >= ?Temp <= ?) | (O2Sat >= ? -> Temp >= ?))"
26084,"G[?,?](TroponinI >= ? | (Lactate <= ? & O2Sat <= ?))"
26085,"G[?,?]((|HR <= ?HR <= ?) | (MAP <= ? | TroponinI >= ?))"
26086,"G[?,?]((->HR <= ?HR <= ?) | (O2Sat <= ? -> HR <= ?))"
26087,"F[?,?](HR <= ? & Chloride >= ?)"
26088,"G[?,?](Glucose >= ? | Temp <= ?)"
26089,"G[?,?]((->Hgb >= ?Temp >= ?) | (O2Sat >= ? | SBP <= ?))"
26090,"G[?,?](HCO3 <= ? | (SBP >= ? -> O2Sat <= ?))"
26091,"G[?,?]((|pH <= ?SBP <= ?) | (O2Sat >= ? | HR >= ?))"
26092,"G[?,?](Chloride <= ? & EtCO2 >= ?)"
26093,"G[?,?]((&SBP <= ?HR <= ?) | (HR >= ? -> HR <= ?))"
26094,"(Chloride <= ?) U[?,?] (Temp <= ?)"
26095,"(WBC >= ?) U[?,?] (Alkalinephos >= ?)"
26096,"F[?,?](Calcium >= ? & SaO2 >= ?)"
26097,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | (HR <= ? -> SBP >= ?))"
26098,"G[?,?](Lactate >= ? | (O2Sat >= ? -> SBP <= ?))"
26099,"G[?,?](Bilirubin_total >= ? | (O2Sat >= ? -> O2Sat >= ?))"
26100,"G[?,?](BaseExcess <= ? | BUN >= ?)"
26101,"(Creatinine <= ?) U[?,?] (BaseExcess >= ?)"
26102,"(Resp >= ?) U[?,?] (Platelets >= ?)"
26103,"G[?,?](TroponinI <= ? | (O2Sat >= ? -> O2Sat >= ?))"
26104,"G[?,?](Chloride <= ? | (MAP <= ? | O2Sat >= ?))"
26105,"G[?,?](WBC >= ? -> (O2Sat <= ? & Temp >= ?))"
26106,"G[?,?]((->Lactate <= ?MAP <= ?) | (HR <= ? | TroponinI >= ?))"
26107,"G[?,?]((|Temp >= ?HR >= ?) | (HR <= ? & Temp <= ?))"
26108,"G[?,?]((->Hgb >= ?HR >= ?) | SaO2 >= ?)"
26109,"G[?,?](Hct <= ? | (HR <= ? -> SBP <= ?))"
26110,"G[?,?](FiO2 >= ? | (HR >= ? | Temp >= ?))"
26111,"F[?,?](Resp <= ? & O2Sat <= ?)"
26112,"G[?,?]((->Temp <= ?Temp >= ?) | (SBP >= ? -> HR <= ?))"
26113,"G[?,?](EtCO2 >= ? | Bilirubin_direct >= ?)"
26114,"G[?,?]((->Temp <= ?SBP <= ?) | (Platelets <= ? -> HR <= ?))"
26115,"G[?,?]((&O2Sat <= ?HR >= ?) -> BaseExcess >= ?)"
26116,"G[?,?]((|Temp <= ?WBC <= ?) | (SBP <= ? | HR >= ?))"
26117,"G[?,?](Creatinine >= ? | (SBP <= ? | SBP <= ?))"
26118,"G[?,?]((&SBP <= ?HR <= ?) | (Temp <= ? -> Temp >= ?))"
26119,"G[?,?](FiO2 >= ? | (O2Sat >= ? -> SBP <= ?))"
26120,"G[?,?]((->Temp >= ?MAP <= ?) | Alkalinephos >= ?)"
26121,"G[?,?]((->Lactate <= ?Temp <= ?) | (MAP <= ? | HR <= ?))"
26122,"G[?,?]((|HR <= ?Temp <= ?) | (O2Sat >= ? -> Temp <= ?))"
26123,"G[?,?]((|Temp <= ?HR <= ?) | TroponinI >= ?)"
26124,"G[?,?](DBP >= ? -> O2Sat >= ?)"
26125,"G[?,?](TroponinI <= ? | Bilirubin_direct >= ?)"
26126,"G[?,?](pH >= ? | (HR >= ? -> SBP <= ?))"
26127,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (HR <= ? -> O2Sat <= ?))"
26128,"G[?,?](EtCO2 <= ? -> O2Sat >= ?)"
26129,"G[?,?]((|Temp <= ?MAP >= ?) | (O2Sat >= ? | HR >= ?))"
26130,"G[?,?]((|SBP <= ?SBP >= ?) | (Temp >= ? -> Temp <= ?))"
26131,"G[?,?](pH >= ? | (Temp <= ? -> Temp <= ?))"
26132,"G[?,?](BaseExcess <= ? | Bilirubin_total >= ?)"
26133,"G[?,?](Creatinine >= ? | (MAP <= ? | Temp <= ?))"
26134,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (HR >= ? | Temp >= ?))"
26135,"G[?,?]((->Temp >= ?HR >= ?) | (HR >= ? | TroponinI >= ?))"
26136,"G[?,?]((->Temp <= ?SBP <= ?) | (HR >= ? | HR <= ?))"
26137,"(HCO3 <= ?) U[?,?] (BaseExcess <= ?)"
26138,"G[?,?](SBP >= ? | FiO2 <= ?)"
26139,"(AST >= ?) U[?,?] (Hct >= ?)"
26140,"G[?,?](MAP <= ? | (Platelets <= ? -> O2Sat <= ?))"
26141,"G[?,?]((|O2Sat >= ?MAP >= ?) | Magnesium >= ?)"
26142,"G[?,?]((|SBP >= ?HR <= ?) | O2Sat <= ?)"
26143,"G[?,?]((|pH <= ?WBC <= ?) | Glucose <= ?)"
26144,"G[?,?](BaseExcess >= ? | (AST >= ? -> SBP <= ?))"
26145,"G[?,?](Resp >= ? -> (O2Sat <= ? & Temp >= ?))"
26146,"G[?,?]((&Potassium >= ?O2Sat <= ?) -> Resp >= ?)"
26147,"G[?,?]((|HR <= ?O2Sat >= ?) | SepsisLabel <= ?)"
26148,"G[?,?](Calcium <= ? | Chloride >= ?)"
26149,"G[?,?]((|SBP <= ?HR <= ?) | (O2Sat <= ? -> SBP <= ?))"
26150,"G[?,?]((->Lactate <= ?Temp >= ?) | Hct <= ?)"
26151,"G[?,?]((->HR <= ?O2Sat <= ?) | (SBP <= ? | Temp >= ?))"
26152,"G[?,?]((|SBP <= ?HR >= ?) | (Temp <= ? & Temp <= ?))"
26153,"G[?,?](SBP <= ? | (HR >= ? | Temp <= ?))"
26154,"G[?,?](pH <= ? | (HR <= ? | Temp >= ?))"
26155,"G[?,?](PTT >= ? | (Platelets <= ? -> SBP <= ?))"
26156,"G[?,?](Magnesium >= ? | (HR <= ? -> SBP >= ?))"
26157,"G[?,?]((->Lactate <= ?Temp <= ?) | (O2Sat >= ? -> SBP >= ?))"
26158,"G[?,?](O2Sat <= ? | (Platelets <= ? -> SBP <= ?))"
26159,"G[?,?]((->Temp >= ?HR <= ?) | (O2Sat <= ? -> MAP <= ?))"
26160,"G[?,?](SepsisLabel >= ? | (HR <= ? -> Temp >= ?))"
26161,"G[?,?]((->Temp <= ?MAP <= ?) | Temp <= ?)"
26162,"G[?,?](MAP >= ? -> (O2Sat >= ? -> O2Sat <= ?))"
26163,"G[?,?]((|O2Sat >= ?HR >= ?) | (Temp <= ? & Temp >= ?))"
26164,"G[?,?]((|O2Sat >= ?HR >= ?) | (Platelets <= ? -> HR <= ?))"
26165,"G[?,?](Lactate >= ? | pH >= ?)"
26166,"G[?,?](BaseExcess >= ? -> Platelets >= ?)"
26167,"G[?,?]((->O2Sat >= ?HR <= ?) | (HR <= ? | HR <= ?))"
26168,"G[?,?]((&O2Sat <= ?Temp <= ?) | (AST >= ? -> Temp >= ?))"
26169,"G[?,?]((->Temp <= ?Temp <= ?) | DBP <= ?)"
26170,"G[?,?](Calcium >= ? | (HR >= ? | SBP <= ?))"
26171,"G[?,?]((->Temp <= ?HR <= ?) | (Temp >= ? -> SBP >= ?))"
26172,"F[?,?](MAP <= ? & Chloride >= ?)"
26173,"G[?,?](EtCO2 >= ? | FiO2 >= ?)"
26174,"G[?,?]((->Hgb >= ?SBP <= ?) | (O2Sat <= ? -> MAP <= ?))"
26175,"G[?,?](Chloride <= ? | (AST >= ? -> Temp >= ?))"
26176,"G[?,?]((|HR <= ?HR <= ?) | Magnesium <= ?)"
26177,"G[?,?]((|SBP >= ?HR <= ?) | (HR <= ? -> Temp <= ?))"
26178,"G[?,?](Chloride <= ? | (O2Sat >= ? & Temp >= ?))"
26179,"G[?,?]((|pH <= ?HR >= ?) | (O2Sat >= ? & O2Sat <= ?))"
26180,"G[?,?]((|HR <= ?O2Sat >= ?) | (HR >= ? | Temp <= ?))"
26181,"G[?,?](TroponinI >= ? | (SBP >= ? -> O2Sat >= ?))"
26182,"G[?,?](SepsisLabel >= ? | (O2Sat >= ? | HR <= ?))"
26183,"G[?,?](pH >= ? -> AST >= ?)"
26184,"G[?,?](Bilirubin_total <= ? -> SaO2 >= ?)"
26185,"G[?,?]((|SBP >= ?SBP >= ?) | (HR <= ? -> SBP <= ?))"
26186,"G[?,?]((->SBP <= ?O2Sat <= ?) | (Platelets <= ? -> O2Sat <= ?))"
26187,"G[?,?](PaCO2 <= ? | (SBP <= ? -> Temp >= ?))"
26188,"G[?,?](HCO3 >= ? | (Platelets <= ? -> Temp <= ?))"
26189,"G[?,?](WBC >= ? | Magnesium <= ?)"
26190,"G[?,?]((->O2Sat <= ?HR >= ?) | (HR >= ? -> MAP <= ?))"
26191,"G[?,?]((->Temp >= ?O2Sat <= ?) | (Temp <= ? -> SBP <= ?))"
26192,"G[?,?](SaO2 >= ? -> SepsisLabel >= ?)"
26193,"G[?,?]((|Temp <= ?SBP <= ?) | (AST >= ? -> SBP <= ?))"
26194,"G[?,?]((|Temp >= ?O2Sat >= ?) | (Platelets <= ? -> HR <= ?))"
26195,"G[?,?](WBC <= ? | (Platelets <= ? -> O2Sat <= ?))"
26196,"(Temp >= ?) U[?,?] (Potassium >= ?)"
26197,"G[?,?]((->O2Sat >= ?SBP >= ?) | (Temp <= ? -> SBP <= ?))"
26198,"G[?,?]((|SBP >= ?SBP >= ?) | (O2Sat >= ? & Temp <= ?))"
26199,"G[?,?]((|HR <= ?SBP >= ?) | SaO2 <= ?)"
26200,"F[?,?](BaseExcess <= ? & Temp >= ?)"
26201,"G[?,?]((&SBP <= ?Temp <= ?) | Glucose >= ?)"
26202,"G[?,?](BaseExcess <= ? | (SBP <= ? -> Temp <= ?))"
26203,"G[?,?]((&Temp <= ?HR <= ?) | (HR >= ? -> SBP <= ?))"
26204,"G[?,?](Hgb <= ? -> BUN <= ?)"
26205,"G[?,?]((->Temp >= ?SBP <= ?) | Bilirubin_direct <= ?)"
26206,"G[?,?](SBP <= ? -> Creatinine >= ?)"
26207,"G[?,?]((|Temp >= ?SBP <= ?) | (O2Sat <= ? & Temp >= ?))"
26208,"(Magnesium >= ?) U[?,?] (PTT >= ?)"
26209,"G[?,?]((|HR <= ?MAP >= ?) | (HR <= ? | HR <= ?))"
26210,"G[?,?]((->HR <= ?HR <= ?) | (O2Sat >= ? -> MAP <= ?))"
26211,"G[?,?](TroponinI <= ? | (HR >= ? | HR >= ?))"
26212,"(Magnesium >= ?) U[?,?] (FiO2 <= ?)"
26213,"G[?,?]((&Lactate <= ?O2Sat <= ?) | Temp >= ?)"
26214,"G[?,?](TroponinI <= ? | (HR <= ? -> SBP <= ?))"
26215,"G[?,?]((->Lactate <= ?HR <= ?) | (AST >= ? -> O2Sat >= ?))"
26216,"(Calcium >= ?) U[?,?] (pH >= ?)"
26217,"G[?,?]((->SBP <= ?SBP >= ?) | (SBP <= ? -> MAP <= ?))"
26218,"G[?,?](SaO2 <= ? | (MAP <= ? | HR <= ?))"
26219,"G[?,?](SBP <= ? -> EtCO2 >= ?)"
26220,"G[?,?](MAP >= ? -> (O2Sat >= ? & Temp >= ?))"
26221,"G[?,?]((->Temp <= ?Temp <= ?) | Resp >= ?)"
26222,"G[?,?](SepsisLabel >= ? | (HR >= ? | HR <= ?))"
26223,"G[?,?](BaseExcess <= ? | (HR >= ? | TroponinI >= ?))"
26224,"G[?,?]((|SBP <= ?MAP >= ?) | (HR <= ? & Temp <= ?))"
26225,"G[?,?]((|O2Sat >= ?HR >= ?) | (Lactate <= ? & Temp >= ?))"
26226,"G[?,?](Fibrinogen >= ? | (Platelets <= ? -> O2Sat >= ?))"
26227,"G[?,?]((->Temp >= ?HR >= ?) | (O2Sat >= ? -> Temp >= ?))"
26228,"G[?,?](PaCO2 <= ? | (AST >= ? -> SBP >= ?))"
26229,"G[?,?](Chloride >= ? | Bilirubin_total >= ?)"
26230,"G[?,?]((|O2Sat >= ?SBP <= ?) | (SBP >= ? -> MAP <= ?))"
26231,"G[?,?](Temp <= ? | (SBP >= ? -> SBP >= ?))"
26232,"G[?,?](Phosphate >= ? | (SBP >= ? -> SBP >= ?))"
26233,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (MAP <= ? | Temp >= ?))"
26234,"G[?,?]((&O2Sat >= ?HR <= ?) | (O2Sat >= ? | SBP <= ?))"
26235,"G[?,?]((|Temp <= ?HR >= ?) | (Temp >= ? -> MAP <= ?))"
26236,"G[?,?]((|SBP >= ?HR <= ?) | (SBP >= ? -> O2Sat <= ?))"
26237,"G[?,?](PTT <= ? -> HR <= ?)"
26238,"G[?,?]((->SBP <= ?MAP <= ?) | Glucose <= ?)"
26239,"G[?,?](EtCO2 >= ? | (O2Sat >= ? -> SBP <= ?))"
26240,"G[?,?](Potassium <= ? | (MAP <= ? | Temp >= ?))"
26241,"G[?,?]((|Temp >= ?SBP <= ?) | BUN >= ?)"
26242,"G[?,?]((|Temp <= ?HR >= ?) | Bilirubin_direct <= ?)"
26243,"G[?,?]((&Temp <= ?Temp <= ?) | Hct <= ?)"
26244,"G[?,?]((|O2Sat >= ?Temp >= ?) | (SBP <= ? | O2Sat >= ?))"
26245,"G[?,?]((->SBP <= ?HR >= ?) | Phosphate >= ?)"
26246,"G[?,?]((->Temp <= ?SBP >= ?) | (HR <= ? & Temp >= ?))"
26247,"(Resp >= ?) U[?,?] (WBC >= ?)"
26248,"(Fibrinogen >= ?) U[?,?] (HCO3 <= ?)"
26249,"G[?,?]((->SBP <= ?SBP >= ?) | (HR <= ? -> O2Sat >= ?))"
26250,"G[?,?]((->O2Sat <= ?Temp <= ?) | (MAP <= ? | TroponinI >= ?))"
26251,"G[?,?](TroponinI <= ? | Fibrinogen <= ?)"
26252,"G[?,?]((&O2Sat >= ?Temp <= ?) | (O2Sat >= ? & Temp <= ?))"
26253,"G[?,?]((|Temp >= ?HR >= ?) | MAP >= ?)"
